Project ID,Material name,Material type,Retailer,Town,Unit ,Quantity,Price (Ksh),Date collected,Contact method,Source,Unit Price
Retail Surveys,Iron Sheets,Box profile,Mabati Rolling Mills Factory,Nairobi,m,1.0,400,10/3/2025,2.54101E+11,facebook,400.0
Retail Surveys,Iron Sheets,Ordinary,Mabati Rolling Mills Factory,Nairobi,m,1.0,300,10/3/2025,2.54101E+11,facebook,300.0
Retail Surveys,Iron Sheets,Corrugated,Mabati Rolling Mills Factory,Nairobi,m,1.0,350,10/3/2025,2.54101E+11,facebook,350.0
Retail Surveys,Iron Sheets,Jenga Tile,Mabati Rolling Mills Factory,Nairobi,m,1.0,650,10/3/2025,2.54101E+11,facebook,650.0
Retail Surveys,Roofing Tiles,Classic Brit Tile,Mabati Rolling Mills Factory,Nairobi,m,1.0,650,10/3/2025,2.54101E+11,facebook,650.0
Retail Surveys,Roofing Tiles,Brit Tile,Mabati Rolling Mills Factory,Nairobi,m,1.0,650,10/3/2025,2.54101E+11,facebook,650.0
Retail Surveys,Roofing Tiles,Europe Tile,Mabati Rolling Mills Factory,Nairobi,m,1.0,650,10/3/2025,2.54101E+11,facebook,650.0
Retail Surveys,Iron Sheets,Ordinary,Randtech Enterprices,Ruiru,m,3.0,1450,10/3/2025,2.54716E+11,Google,483.3333333
Retail Surveys,Iron Sheets,Ordinary,Randtech Enterprices,Ruiru,m,2.5,1225,10/3/2025,2.54716E+11,Google,490.0
Retail Surveys,Iron Sheets,Ordinary,Randtech Enterprices,Ruiru,m,2.0,1000,10/3/2025,2.54716E+11,Google,500.0
Retail Surveys,Iron Sheets,Ordinary,Randtech Enterprices,Ruiru,m,2.0,800,10/3/2025,2.54716E+11,Google,400.0
Retail Surveys,Iron Sheets,Corrugated,Randtech Enterprices,Ruiru,m,2.0,1250,10/3/2025,2.54716E+11,Google,625.0
Retail Surveys,Iron Sheets,IT4 Box Profile,Randtech Enterprices,Ruiru,m,2.0,1160,10/3/2025,2.54716E+11,Google,580.0
Retail Surveys,Iron Sheets,"Kidani,Corrugated",Randtech Enterprices,Ruiru,m,2.5,2240,10/3/2025,2.54716E+11,Google,896.0
Retail Surveys,Iron Sheets,"Kidani,Corrugated",Randtech Enterprices,Ruiru,m,2.0,1460,10/3/2025,2.54716E+11,Google,730.0
Retail Surveys,Iron Sheets,"Kidani,Corrugated",Randtech Enterprices,Ruiru,m,2.5,2200,10/3/2025,2.54716E+11,Google,880.0
Retail Surveys,Iron Sheets,"Kidani,Corrugated",Randtech Enterprices,Ruiru,m,3.0,2190,10/3/2025,2.54716E+11,Google,730.0
Retail Surveys,Iron Sheets,"Kidani,Corrugated",Randtech Enterprices,Ruiru,m,3.0,2640,10/3/2025,2.54716E+11,Google,880.0
Retail Surveys,Iron Sheets,Kidani Prime,Randtech Enterprices,Ruiru,m,3.0,3250,10/3/2025,2.54716E+11,Google,1083.333333
Retail Surveys,Roofing Tiles,Roman tile,Randtech Enterprices,Ruiru,m,2.5,2075,10/3/2025,2.54716E+11,Google,830.0
Retail Surveys,Roofing Tiles,Roman tile,Randtech Enterprices,Ruiru,m,3.0,2500,10/3/2025,2.54716E+11,Google,833.3333333
Retail Surveys,Roofing Tiles,Roman tile,Randtech Enterprices,Ruiru,m,2.0,1650,10/3/2025,2.54716E+11,Google,825.0
Retail Surveys,Roofing Nails,Machine cut,Randtech Enterprices,Ruiru,Kg,1.0,300,10/3/2025,2.54716E+11,Google,300.0
Retail Surveys,Roofing Nails,Machine cut,Randtech Enterprices,Ruiru,Kg,50.0,12500,10/3/2025,2.54716E+11,Google,250.0
Retail Surveys,Roofing Screws,Machine cut,Randtech Enterprices,Ruiru,Piece,1.0,15,10/3/2025,2.54716E+11,Google,15.0
Retail Surveys,Roofing Screws,Machine cut,Randtech Enterprices,Ruiru,Piece,1.0,20,10/3/2025,2.54716E+11,Google,20.0
Retail Surveys,Roofing Screws,Machine cut,Randtech Enterprices,Ruiru,Piece,1.0,30,10/3/2025,2.54716E+11,Google,30.0
Retail Surveys,Iron Sheets,Box Profile,Pioneer Mabati Factory,Ruiru,m,1.0,700,10/3/2025,‪+254 711 207207‬,Google,700.0
Retail Surveys,Iron Sheets,Corrugated,Pioneer Mabati Factory,Ruiru,m,1.0,600,10/3/2025,‪+254 711 207207‬,Google,600.0
Retail Surveys,Roofing Tiles,Long tile,Pioneer Mabati Factory,Ruiru,m,1.0,750,10/3/2025,‪+254 711 207207‬,Google,750.0
Retail Surveys,Iron Sheets,Corrugated,Pioneer Mabati Factory,Ruiru,m,1.0,550,10/3/2025,‪+254 711 207207‬,Google,550.0
Retail Surveys,Iron Sheets,Box Profile,Pioneer Mabati Factory,Ruiru,m,1.0,550,10/3/2025,‪+254 711 207207‬,Google,550.0
Retail Surveys,Roofing Tiles,Curve tile,Pioneer Mabati Factory,Ruiru,m,1.0,750,10/3/2025,‪+254 711 207207‬,Google,750.0
Retail Surveys,Roofing Tiles,Brick tile,Pioneer Mabati Factory,Ruiru,m,1.0,750,10/3/2025,‪+254 711 207207‬,Google,750.0
Retail Surveys,Iron Sheets,Box profile,Pioneer Mabati Factory,Ruiru,m,1.0,600,10/3/2025,‪+254 711 207207‬,Google,600.0
Retail Surveys,Roofing Tiles,Long tile,Pioneer Mabati Factory,Ruiru,m,1.0,650,10/3/2025,‪+254 711 207207‬,Google,650.0
Retail Surveys,Roofing Tiles,Long tile,Pioneer Mabati Factory,Ruiru,m,1.0,600,10/3/2025,‪+254 711 207207‬,Google,600.0
Retail Surveys,Roofing Tiles,Brick tile,Pioneer Mabati Factory,Ruiru,m,1.0,600,10/3/2025,‪+254 711 207207‬,Google,600.0
Retail Surveys,Iron Sheets,Box profile,Royal Mabati Factory,Countrywide,m,1.0,400,10/3/2025,2.54723E+11,Google,400.0
Retail Surveys,Iron Sheets,Ordinary,Royal Mabati Factory,Countrywide,m,1.0,300,10/3/2025,2.54723E+11,Google,300.0
Retail Surveys,Iron Sheets,Corrugated,Royal Mabati Factory,Countrywide,m,1.0,350,10/3/2025,2.54723E+11,Google,350.0
Retail Surveys,Iron Sheets,Versatile,Royal Mabati Factory,Countrywide,m,1.0,550,10/3/2025,2.54723E+11,Google,550.0
Retail Surveys,Roofing Tiles,Roman tiles,Royal Mabati Factory,Countrywide,m,1.0,450,10/3/2025,2.54723E+11,Google,450.0
Retail Surveys,Iron Sheets,Versatile,Decra World Roofing company,Countrywide,m,1.0,700,10/3/2025,2.54719E+11,Google,700.0
Retail Surveys,Gutters,Machine cut,Decra World Roofing company,Countrywide,m,4.0,1500,10/3/2025,2.54719E+11,Google,375.0
Retail Surveys,Gypsum,Machine cut,Decra World Roofing company,Countrywide,m,1.0,745,10/3/2025,2.54719E+11,Google,745.0
Retail Surveys,Washers,Machine cut,Decra World Roofing company,Countrywide,Packet,1.0,150,10/3/2025,2.54719E+11,Google,150.0
Retail Surveys,Roofing nails,Machine cut,Decra World Roofing company,Countrywide,Kg,1.0,250,10/3/2025,2.54719E+11,Google,250.0
Retail Surveys,Iron Sheets,Valley,Decra World Roofing company,Countrywide,m,1.0,280,10/3/2025,2.54719E+11,Google,280.0
Retail Surveys,Ridges,Machine cut,Decra World Roofing company,Countrywide,m,1.0,280,10/3/2025,2.54719E+11,Google,280.0
Retail Surveys,Iron Sheets,Zeetile,Decra World Roofing company,Countrywide,m,1.0,570,10/3/2025,2.54719E+11,Google,570.0
Retail Surveys,Iron Sheets,Zeetile,Decra World Roofing company,Countrywide,m,1.0,670,10/3/2025,2.54719E+11,Google,670.0
